danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.706,0.855,-5.377,0.215,0.0911,0.0,0.347,0.293,107.184,575NJxNUVDqwJGdzBrlLbv,201253,5
0.757,0.553,-8.931,0.0728,0.145,2.55e-06,0.121,0.391,105.018,51C5DGEFEGVxvwdI4HHcHf,168507,2
0.566,0.716,-5.733,0.0424,0.00691,0.0,0.37,0.45,81.068,5FVbvttjEvQ8r2BgUcJgNg,207481,5
0.56,0.547,-6.456,0.0675,0.0806,0.0,0.11,0.199,157.962,6fqaMyg066xlukvUJWdM2T,250296,5
0.637,0.876,-4.652,0.0618,0.0483,0.0,0.0728,0.759,149.93,4ROdFnoZNn2RTmwct0cVpx,221529,2
0.664,0.578,-6.432,0.274,0.493,0.0,0.333,0.64,156.082,4fHRo9OPe6FUeKoEUL80ys,346080,4
0.525,0.445,-12.82,0.0585,0.662,0.129,0.383,0.036,97.837,2IY0EO20YXACYpeYmriccH,159269,1
0.536,0.131,-14.38,0.0809,0.666,0.381,0.101,0.0787,171.962,2RVO6xqJeil3mW4CvAgfrf,200986,1
0.564,0.299,-15.243,0.0485,0.859,0.422,0.333,0.386,107.981,5ZBzXtiRpAzeiqDY6f1uV4,143889,1
0.523,0.325,-14.126,0.0707,0.537,0.00444,0.0992,0.0794,149.488,0AFlaSWOyEUJ9vrPynu1Ur,118400,1
0.53,0.0794,-18.07,0.0424,0.884,0.12,0.108,0.254,113.466,148SZZvNZ5pfjX77NzbnuG,230824,1
0.617,0.226,-16.205,0.042,0.748,0.234,0.111,0.0565,94.847,0Iq7On6RZVnmbs0wrQJ3uu,161684,1
0.663,0.236,-15.844,0.0507,0.892,0.302,0.0788,0.236,74.97,4CnwktWyYuXEtxbMIbJtXP,132800,1
0.809,0.333,-10.743,0.0687,0.434,0.024,0.378,0.213,127.003,7m18m0pH4WEFqOeUKrxZkw,154959,1
0.505,0.237,-12.785,0.0352,0.956,0.00573,0.103,0.239,129.613,3pvXNqXnuDJgkG1ZDwhQ9E,160654,1
0.836,0.297,-11.873,0.0908,0.253,0.69,0.118,0.312,129.959,7e3DDrXZ8BwYTPv6ERyFSL,134784,3
0.638,0.31,-12.444,0.0327,0.856,0.000482,0.0916,0.232,90.042,3djoNS6pokvnDWL2cOpSYr,144000,1
0.79,0.404,-13.604,0.103,0.838,3.66e-05,0.118,0.435,145.96,3dCqfXJ5baUf7MGA8YfZyh,132362,1
0.648,0.068,-17.357,0.0454,0.953,0.0121,0.109,0.578,72.57,1oeDp1ksbmo6hhBAL9dv3b,174207,1
0.634,0.299,-13.565,0.114,0.807,0.0,0.2,0.0762,87.084,1UVSuClVZrooKhB7W45XC3,132435,1
0.619,0.358,-12.621,0.0465,0.956,0.642,0.101,0.129,126.119,6uPSExSu4Xt7HrtJRR1a2P,140982,3
0.612,0.115,-20.796,0.0397,0.824,0.0452,0.0836,0.147,123.127,6CfDXcgP4YJiVifj1l6nQh,171717,1
0.708,0.356,-11.53,0.0501,0.907,0.0607,0.125,0.132,80.036,37KYM3zuGyozpEwDuO2OVw,168038,1
0.774,0.345,-10.442,0.0931,0.115,0.399,0.0923,0.0399,127.938,6ZYT1FBZMvvigBf3XSZREG,157500,1
0.584,0.264,-14.883,0.119,0.736,0.017,0.1,0.282,86.101,3L2bB2UA9G8sU2dFcZgARz,167442,1
0.752,0.362,-13.255,0.0611,0.172,3.76e-05,0.348,0.544,97.962,7th6Mweh1jcXlUcQYnGGb4,201500,1
0.687,0.376,-10.65,0.0413,0.583,0.0132,0.0856,0.473,144.034,5R5AfuWXgAMKLD7mw7FqsT,216738,1
0.539,0.398,-8.374,0.226,0.0115,0.02,0.112,0.0684,195.971,2uJca7CMlu6Hq8epikvfJw,198386,5
0.625,0.39,-12.498,0.041,0.353,1.65e-06,0.122,0.317,95.935,7tqGSm2Mz3KJ6aM7smP2ra,160000,1
0.579,0.269,-17.652,0.0316,0.842,0.391,0.117,0.533,99.881,0QWNX6sep1y8UwjLIV6lMw,153000,1
0.61,0.455,-12.22,0.0461,0.172,0.00159,0.0846,0.121,104.084,2CXaVHRNfO4mlkNHJFBAIN,189714,1
0.704,0.308,-18.669,0.329,0.631,0.0,0.117,0.694,99.844,7rWcxEwpMrEtoxiOGbiWXv,157018,4
0.458,0.239,-15.877,0.0599,0.0346,0.0,0.0815,0.31,94.993,2mUzPLPUkEjClJ9Rb6H2rD,207161,1
0.575,0.434,-11.571,0.0418,0.159,1.28e-06,0.311,0.15,89.972,5HHORw2DsADPOANRQyICHd,221333,1
0.57,0.447,-13.436,0.397,0.137,0.000121,0.117,0.472,164.262,0PIa2wbCQjsmc3ilXREG6D,210792,4
0.627,0.384,-7.395,0.108,0.383,4.88e-06,0.113,0.419,74.515,73IqIbiXnFQgDqC9MM8uZn,208000,1
0.497,0.489,-7.849,0.0413,0.111,0.00167,0.0912,0.0348,163.814,3BymIH6QBGllSijMm3sQiR,269268,5
0.68,0.538,-6.425,0.0673,0.124,0.0,0.11,0.311,141.988,3x7Y3Y6Rt4hzl9Gk4zaqbK,169243,5
0.353,0.346,-11.209,0.0441,0.386,1.3e-05,0.255,0.133,93.795,0AsWlFsnlGCBuBzcuAfB0u,166792,1
0.836,0.454,-9.232,0.0554,0.0384,0.0,0.118,0.309,124.96,4efrmzR4SYQWehwrFZ4lwg,155520,5
0.627,0.46,-7.24,0.191,0.365,0.0,0.0833,0.485,129.887,4wQbcxIk9y4Jsn7yweb8Eq,151484,4
0.695,0.423,-11.314,0.0952,0.558,0.0,0.191,0.16,91.041,1fh8dKE6R0sxn7FCl16dN8,195239,1
0.854,0.478,-6.577,0.0641,0.148,0.0,0.0872,0.174,123.992,5s60G6y9HQFdYyBfwd7Lmr,178973,5
0.761,0.535,-9.845,0.0414,0.0387,0.000215,0.0826,0.762,129.989,4UgsPC5WTzy5FShG7ha86a,145877,2
0.751,0.484,-7.936,0.139,0.14,0.00337,0.0808,0.61,156.88,27Msk0sPQVGjrwa1nR0iwm,165096,2
0.523,0.374,-9.165,0.0397,0.3,0.0,0.0962,0.348,86.837,1and60gQeSwtpWSvx0oce4,198687,1
0.645,0.348,-16.088,0.471,0.739,0.0,0.114,0.406,114.384,58NurSNK5TC9TGbB5FfiIX,77558,4
0.445,0.347,-9.705,0.0537,0.412,0.0,0.105,0.322,102.483,67ah2UUnXTeRNDI7D2DEcH,193680,1
0.835,0.623,-5.835,0.0668,0.428,1.4e-06,0.152,0.706,139.997,3PavMVPOam2uhaTqzMrhCe,164571,2
0.52,0.597,-9.357,0.126,0.226,0.0,0.125,0.413,170.011,5Gkjm7n2G0cpHmCcWEFRyn,181198,5
0.462,0.437,-9.62,0.0793,0.333,0.000453,0.131,0.113,83.494,2Q7p8I5DELPrs0nYSSDBur,185496,1
0.842,0.449,-9.709,0.0394,0.136,5.37e-05,0.0974,0.384,100.942,2HlPTt7vCmjdRwsY0TDipn,211670,1
0.619,0.348,-13.144,0.0532,0.832,0.0534,0.0991,0.139,105.079,4z5JSmH4pkeZrvnU8lfad3,133445,1
0.732,0.572,-7.693,0.0594,0.581,0.0,0.179,0.521,130.111,0W8IfgJCJGIBse4rbF7vMx,159645,1
0.566,0.629,-4.721,0.0626,0.258,0.0,0.326,0.125,180.163,3ZxMHuWViAvpqHL5QhGAEo,162667,5
0.641,0.276,-15.066,0.102,0.743,8.52e-05,0.106,0.126,88.988,7CgRqUZuFFuMsaGAJ5q6nj,204944,1
0.791,0.73,-5.094,0.0843,0.19,5.46e-06,0.108,0.478,157.96,1hm6GMV4cJC0uHX45MWAcu,155424,2
0.63,0.821,-4.725,0.0321,0.142,0.0112,0.089,0.286,127.958,05rcMqMC88NwClrT1SNW0s,234127,5
0.816,0.486,-9.207,0.0581,0.128,0.000643,0.214,0.469,106.011,1GoxU9daKbXuKmKONyFeqR,192000,2
0.722,0.387,-7.478,0.0599,0.3,3.26e-06,0.0913,0.56,146.15,6yupaFUy37ORoq7lynUHVz,124931,2
0.673,0.554,-7.071,0.0641,0.523,0.0,0.0998,0.0774,110.889,1Bh0ORYmPetXrGZjV9T8Fa,263192,1
0.674,0.664,-5.911,0.0352,0.598,0.000195,0.125,0.184,140.017,5zE8fVKYPBw5MdUwRyJ9Ik,202481,5
0.618,0.773,-5.169,0.0328,0.0152,2.1e-06,0.121,0.273,118.0,2teVvGNrVtXR6uv97hKB48,216000,5
0.647,0.494,-6.336,0.0414,0.476,0.0,0.115,0.12,135.994,1a8kTNGBdxCnfdfcEYKpHx,219044,5
0.801,0.282,-11.078,0.258,0.298,0.0,0.114,0.544,119.876,6pPGfj0EAlqpmtrmxaS69T,153078,4
0.395,0.33,-10.924,0.0408,0.316,1.89e-05,0.268,0.102,98.813,42QRyJd5x6e2TFR1S41g2p,308006,1
0.463,0.28,-13.15,0.384,0.268,1.75e-05,0.214,0.225,78.777,2O2Xy7s2Ou2AvqEZfiOrAe,229695,4
0.351,0.382,-12.686,0.0388,0.59,0.0017,0.104,0.257,94.335,7oCwyYd51fjGmXoxKjvbr6,202803,1
0.732,0.483,-13.656,0.13,0.742,0.326,0.107,0.464,126.053,4XWHfXGE0MvK1qMjpSbTiB,109296,1
0.511,0.678,-6.841,0.0485,0.227,0.0,0.0954,0.218,80.983,2yceisfym7kggFM5uzH3jF,213333,5
0.612,0.57,-6.642,0.0347,0.278,0.0,0.0963,0.334,77.004,7yFhA2fUsL2oIMWlw5DaHQ,197293,1
0.65,0.749,-3.707,0.041,0.186,0.0,0.0723,0.929,150.026,4NKQTbmiBtm1MwqBbQQhpM,212334,2
0.939,0.519,-5.911,0.12,0.0715,0.0,0.0658,0.826,135.054,4q9JLlC3HIhN4CDC6KlpYK,259983,2
0.691,0.82,-6.765,0.115,0.304,1.83e-06,0.138,0.763,99.966,4FOZlvdQutqRNcQQRefA7T,223681,2
0.827,0.563,-7.726,0.161,0.421,0.0,0.155,0.856,129.969,3f5XXfnwDmo3z8fJPb9Oxa,227084,2
0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,2x0RZdkZcD8QRI53XT4GI5,157202,2
0.438,0.434,-8.37,0.0371,0.122,0.0,0.15,0.195,179.913,39HrUxcvKF3jtLz7fUDWXc,257293,5
0.507,0.668,-5.5,0.0367,0.0756,0.0,0.0844,0.354,141.926,13BsjsiCIKWOiFZzT0GZ7K,272833,5
0.731,0.675,-5.134,0.0434,0.00473,0.0,0.141,0.298,124.939,7kDUspsoYfLkWnZR7qwHZl,139461,5
0.63,0.516,-5.759,0.0379,0.736,0.0,0.264,0.254,143.786,0lYtIvI7bO51PZSeK22Mbz,229990,1
0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071,3yisGOceXfWUbv0DQ8n05e,158466,2
0.646,0.696,-6.505,0.065,0.113,0.0,0.115,0.18,81.336,0KS2h61pHQ4WmOwruD7uxD,223415,5
0.461,0.542,-5.202,0.0457,0.453,4.32e-06,0.146,0.189,120.209,0zcRUprLKw7LtndkBurb3S,203214,5
0.587,0.431,-7.522,0.0638,0.788,0.0,0.104,0.367,82.427,0DC6yJLAPwIEeZh6EZpn1f,234867,1
0.813,0.415,-5.926,0.0349,0.777,0.0,0.131,0.667,91.921,2tI4WyzqOOwC23S5m0kqcB,170345,1
0.568,0.564,-8.231,0.0273,0.0105,0.000127,0.0766,0.385,115.059,5lXNcc8QeM9KpAWNHAL0iS,309986,5
0.649,0.766,-5.526,0.0304,0.0374,0.000871,0.0942,0.202,97.953,4GJAd1nBylAEbw1dZDVzEQ,221569,5
0.651,0.693,-4.722,0.0375,0.458,0.0,0.335,0.392,118.97,7pWK1kMgHy5lNNiIfuRbkP,236765,5
0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,198082,0
0.608,0.547,-8.151,0.0368,0.131,0.0,0.0974,0.108,99.947,4MmMxyew8yq1OEyJOMaX6M,174406,5
0.467,0.795,-3.6,0.0687,0.102,0.0,0.264,0.472,163.837,58jecLK0epwMLr9cy5vFUy,219354,5
0.765,0.609,-5.285,0.19,0.255,1.28e-05,0.119,0.547,77.957,2NWoKpRnMfxocVAXF8ASwk,221667,2
0.548,0.35,-12.52,0.0579,0.273,0.0041,0.362,0.0802,167.682,6LZ9FO9UsGIcTKbShnfNsG,221975,1
0.535,0.401,-12.334,0.0365,0.705,0.0448,0.289,0.0953,167.913,42dA0TbqIvBvtRpBsTxxq2,240112,1
0.627,0.435,-9.92,0.0373,0.429,0.0168,0.6,0.265,91.986,6JCz7BU1dH8tX8Fyp367Zn,199371,0
0.663,0.612,-8.044,0.0293,0.0519,0.000433,0.181,0.315,134.5,0LHYw6rKvyu1ETvwQC2LNp,162706,5
0.716,0.551,-7.99,0.0723,0.479,0.000208,0.163,0.188,148.01,6LhQ6BC6n45XcC1BAtnJ5M,197891,5
0.612,0.556,-8.541,0.0573,0.438,0.000106,0.0976,0.206,113.007,0fQ3IBHn4pLbRgbnux9Bsg,183667,1
0.595,0.543,-8.149,0.038,0.127,0.0,0.0975,0.109,99.928,6F2r4HgpJnvKDmkN6JEN6J,174406,5
0.727,0.626,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,5f1joOtoMeyppIcJGZQvqJ,191406,5
0.432,0.52,-5.515,0.0548,0.277,0.371,0.138,0.303,164.047,2vsuel3g4zaLYSOY0mOMbi,231653,5
0.772,0.483,-10.06,0.0564,0.0521,0.000375,0.377,0.479,120.005,0HEckRWFSknIupbGzavk5d,277080,2
0.729,0.545,-7.818,0.0316,0.0174,0.000274,0.369,0.514,103.012,09oZ9eXQ2fo6YDrPzJqAoP,177067,2
0.697,0.551,-8.833,0.0815,0.258,0.00551,0.124,0.219,89.0,1E6DEDWDKHoOW0fcFuDghV,165840,1
0.776,0.445,-8.574,0.0371,0.212,0.00409,0.124,0.405,109.981,1NgCWYuBLfqBDA3b8MgSVU,184200,1
0.581,0.452,-9.558,0.15,0.206,0.00329,0.0881,0.523,75.046,6fOOKqQWcSy33ApU1wqkkW,173653,1
0.191,0.563,-7.472,0.0344,0.565,0.0061,0.17,0.0541,146.287,05INdkUo3Fw9ojWbyuMOsR,225207,5
0.281,0.246,-20.224,0.0416,0.921,0.869,0.0937,0.0539,72.155,4x9nVGF0fDaffc1LkBmgNP,228000,3
0.557,0.552,-9.377,0.102,0.766,0.42,0.105,0.516,106.264,77np1SVSEMiQ5eaGDXWjkp,247000,1
0.547,0.566,-6.08,0.0339,0.0128,0.802,0.106,0.228,97.532,63PjUXm7NNcqm5OCyRMbr5,143775,3
0.343,0.47,-8.972,0.0406,0.435,0.12,0.0828,0.0682,76.539,7aZnBNLw2fiQ2nFYSICkXs,181961,1
0.755,0.614,-9.481,0.0548,0.542,0.00879,0.0937,0.148,124.02,4e9lUyz9lB7QRP9OLRpbbw,238067,1
0.583,0.55,-9.533,0.0257,0.33,0.912,0.0694,0.199,105.007,3heneAvUDbQ7COwltV0rpR,211812,3
0.496,0.679,-6.893,0.0345,0.0308,0.00327,0.316,0.224,105.059,3Up1MsHqcxUVgB2iuqFRq2,268966,5
0.787,0.357,-11.124,0.0659,0.92,0.878,0.105,0.552,125.973,30zmCGRyoIu7h4EBnDSUgn,173954,3
0.526,0.854,-7.457,0.0398,0.0135,0.658,0.369,0.568,125.988,17A3cCQT0ZBu58TIqK7S9j,193027,3
0.659,0.409,-11.543,0.0301,0.693,6.02e-06,0.115,0.81,151.718,3GrDKYUS5S87fk2p3JqiGI,279040,1
0.688,0.649,-7.406,0.0856,0.351,0.0,0.106,0.568,99.977,612k0JGUvwPwfXoldaEqs8,182889,2
0.696,0.716,-8.465,0.0513,0.346,0.0,0.147,0.797,92.003,24yMI9O8GEdADu3hj4axGS,216227,2
0.601,0.664,-7.126,0.0828,0.196,0.0854,0.145,0.483,161.074,4oQa2jrXd3dqbMGNC7oyqf,219035,5
0.735,0.329,-12.309,0.0359,0.319,1.26e-05,0.111,0.335,91.004,4QbraaiC4oHW1qmWy7M3AI,182264,1
0.499,0.709,-6.404,0.134,0.296,0.0,0.331,0.314,164.032,3UHPGOkUcE4hE7sqBF4Snt,214621,5
0.547,0.605,-6.755,0.0415,0.42,0.0,0.125,0.364,121.953,7Ki0hse0IfXEcXUlpyECbJ,254950,5
0.612,0.841,-4.332,0.219,0.0157,0.0,0.23,0.644,169.915,6XxpvCj3eLWs3lYowSgC4G,238726,2
0.696,0.663,-5.662,0.108,0.0273,0.0,0.461,0.423,175.075,5hC7h0yWVMkxhLbNXCscBR,174549,5
0.558,0.565,-6.448,0.0967,0.025,0.0,0.347,0.407,178.197,0py8T41MbVVnY1PZiU0gvh,222574,5
0.47,0.402,-7.584,0.0699,0.582,1.46e-06,0.105,0.583,160.031,3G9ykGGKN2xKRZ4059GVre,190547,1
0.798,0.737,-4.701,0.0323,0.216,0.0,0.0717,0.51,117.948,4bIUVo06nIk2EkDIdVNwZp,257000,2
0.757,0.475,-6.679,0.122,0.0609,1.54e-05,0.0939,0.588,180.054,38e1GHElBkFFQEKrJNjQic,208039,2
0.657,0.491,-7.27,0.0526,0.576,0.0,0.124,0.592,139.944,4jXiylt6Qg9gjAvlKIUZ95,238995,1
0.696,0.881,-2.082,0.104,0.0235,0.0,0.277,0.947,142.019,2URMA0ap6SAI8wFmcY1yta,197789,2
0.559,0.854,-3.923,0.036,0.0256,2.61e-06,0.294,0.457,156.008,2UJUPsH3QjaDdyGAMksK02,210968,5
0.494,0.533,-8.183,0.0368,0.344,0.00297,0.11,0.41,108.007,5dIz2Q54yzcvyiXHRnvj4C,279693,1
0.758,0.714,-5.236,0.177,0.193,0.0,0.104,0.584,100.01,0IZTHjoG91DWjbH1gkUAEG,282279,2
0.762,0.939,-3.643,0.313,0.102,0.0,0.217,0.737,131.033,6Tqirsffz1s0ofsymzkL19,283167,4
0.551,0.601,-5.619,0.0305,0.278,0.0,0.36,0.308,116.686,3uV9RXCrisWkMFefjDLbAY,334549,5
0.683,0.481,-9.174,0.075,0.191,0.736,0.0907,0.47,120.001,7jZHUhAmW5oq1cq6s8IxmK,160000,3
0.515,0.663,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024,59wlTaYOL5tDUgXnbBQ3my,234244,3
0.735,0.65,-5.815,0.0737,0.161,0.21,0.109,0.122,122.048,4F8wogXmIgCXEsi1FK0gH4,209600,5
0.566,0.587,-5.96,0.0308,0.0155,2.05e-05,0.111,0.246,82.046,4YaNLEPw3MrIgkGOkBrAh2,283538,5
0.266,0.0596,-18.515,0.0363,0.905,7.07e-05,0.132,0.143,181.74,6lfxq3CG4xtTiEg7opyCyx,201933,1
0.643,0.812,-6.862,0.0366,0.0476,1.34e-06,0.276,0.274,86.984,1m1ho1lkZHAGe7rv5K8Ift,215197,5
0.492,0.575,-10.041,0.0396,0.363,0.746,0.128,0.391,160.044,2Ot9AdHrKtBZbNRuGqI8hO,162172,3
0.572,0.57,-6.99,0.0251,0.0436,0.0585,0.122,0.279,104.982,3PP9CXeE0PYaM5GIGQqBIV,218000,5
0.487,0.534,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798,3UoULw70kMsiVXxW0L3A33,201882,5
0.477,0.6,-6.363,0.0835,0.466,0.0,0.0688,0.486,159.975,07hBBiv9DqLCRECKmB0Q4n,206311,5
0.612,0.418,-7.873,0.0458,0.63,0.0,0.115,0.17,68.061,2fDYWzmt4LuGsV6oAwZQqF,214094,1
0.711,0.747,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0,1Fhb9iJPufNMZSwupsXiRe,166023,2
0.511,0.467,-7.799,0.144,0.263,0.0,0.0641,0.373,78.173,2IzUjVfO3UrAY73UjHHsGi,142773,1
0.406,0.408,-9.419,0.053,0.771,7.88e-06,0.394,0.525,79.705,2MOoIbJWIYikwIXjBDe26i,204712,1
0.666,0.628,-5.613,0.0623,0.144,0.0,0.189,0.767,82.992,2ttGfRawDPWlkAoXxP5Z72,186468,2
0.632,0.337,-8.0,0.033,0.558,0.0,0.104,0.0982,141.701,0pSqYDTjY1Xt86usTQslAx,180413,1
0.604,0.454,-8.363,0.103,0.458,0.0,0.236,0.191,74.026,45UAiFGe5KssWUbi5s1AOY,160187,1
0.583,0.68,-7.809,0.422,0.0304,0.0,0.189,0.343,97.568,2WH4oy1SYppZrcdgKwSA0j,226321,4
0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,0PDUDa38GO8lMxLCRc4lL1,202747,5
0.59,0.764,-4.735,0.0467,0.229,0.0,0.192,0.331,104.911,17ejRbr6B8l9zdqgCZsn4m,231291,5
0.549,0.836,-5.605,0.0353,0.0558,0.11,0.0761,0.309,116.001,02I4QzTUKaa1bYbSLddSE6,259440,5
0.497,0.757,-4.189,0.127,0.0449,0.0,0.119,0.507,169.902,6Skh3CBum0pZw9TOr7FQnX,205165,5
0.78,0.591,-7.413,0.0875,0.0454,4.06e-06,0.107,0.545,102.005,0nC1pxQNPsQwW2keoIFBnx,180992,2
0.596,0.744,-4.377,0.0308,0.107,0.000106,0.0665,0.373,139.877,0sdLzD6YytK2DXiChFXRyz,180130,5
0.548,0.587,-7.135,0.0512,0.0128,0.0104,0.11,0.685,177.925,1a0M7E4aQgkMkuwpjnX9Nr,215975,5
0.573,0.903,-3.703,0.0341,0.11,1.97e-06,0.275,0.425,128.935,1br1KHZHkKhCcjz6sHysT5,216799,5
0.582,0.914,-4.097,0.0573,0.0119,0.000408,0.201,0.268,118.076,4iZ3YEN89TU8Uwan4NwkB8,271147,5
0.575,0.679,-3.58,0.0796,0.114,0.0,0.175,0.358,99.049,0Q6lV86C0KMsbkltnk8ZFI,251515,5
0.375,0.843,-4.749,0.102,0.0389,2.07e-05,0.296,0.421,180.119,7IPU0ARQdQQmUhDthiszW4,207333,5
0.619,0.412,-8.655,0.041,0.65,0.0,0.12,0.638,156.041,64Zdk4gbVbCx1LqrGnTrSN,203259,1
0.551,0.828,-5.523,0.352,0.214,0.0,0.0571,0.928,139.662,1YO4xJXhh9A1Feg9k8xuy2,211224,4
0.562,0.594,-4.578,0.0558,0.318,0.0,0.311,0.423,62.876,0Uyh92tLyb9JawG8lmWCzJ,265533,1
0.622,0.593,-8.352,0.0916,0.163,0.0,0.0979,0.607,94.364,5WphWTUIfRe7x8NZss79cY,249093,5
0.654,0.899,-3.703,0.103,0.0502,0.0,0.34,0.633,99.966,2LTLUWY6bTkBZD5OAqhkuI,237903,2
0.806,0.906,-2.719,0.0534,0.05,0.00087,0.0625,0.797,143.975,7GhxPuxjwAbKEiQFMP5Mxd,191667,2
0.521,0.46,-3.829,0.102,0.286,0.00192,0.0606,0.76,99.676,1mTXUqb2MmotdisHUvQ2PQ,194400,2
0.694,0.816,-1.973,0.0456,0.567,1.41e-05,0.0803,0.897,99.992,3mTYmxNyeKiZuYHdOw5W0j,175000,2
0.668,0.815,-2.883,0.216,0.281,0.0,0.247,0.885,143.764,1JD37Pmj6xJj8dlWHgLG9C,203000,2
0.659,0.731,-6.553,0.14,0.552,9.64e-06,0.172,0.633,150.05,1iMaYNr5jUjV8G777JOaWB,180846,2
0.681,0.785,-4.165,0.105,0.16,0.0,0.582,0.933,103.084,3IW5rhsRBxstifAnjQyUI9,190813,0
0.794,0.62,-4.557,0.164,0.5,0.0,0.131,0.898,98.008,1RXMtaUUM2hyixi37Z7vA5,228098,2
0.709,0.825,-2.241,0.0645,0.604,0.0,0.0627,0.813,102.024,1miAQyBEMvHJ62JFuERLyr,201800,2
0.486,0.686,-2.919,0.144,0.405,0.000317,0.162,0.643,86.909,2vB4yOqziDfoG9lnWxU2US,205833,5
0.787,0.686,-5.093,0.086,0.123,0.0,0.0951,0.884,98.032,0x9fsFgah9WLBMDbp3ao3a,220177,2
0.633,0.724,-3.447,0.0739,0.274,0.0,0.223,0.488,77.506,3T4s8KFP2SGW7hfmbcICsv,200568,2
0.731,0.932,-1.452,0.0841,0.0614,0.0,0.255,0.914,140.083,69F89vyxsDnnYNJ9HfwoKr,221143,2
0.831,0.833,-4.73,0.143,0.0331,0.000326,0.153,0.802,99.994,4u28ooQAY7a7fEYBCArnJQ,273268,2
0.626,0.732,-5.209,0.213,0.233,0.0,0.195,0.6,81.68,6ubjhLDYW0S5BetAasu8Ti,252031,2
0.792,0.858,-4.438,0.156,0.0896,0.0,0.0758,0.839,95.976,64a75fbXpPSQxDcKug39AG,201089,2
0.756,0.808,-3.272,0.0752,0.147,0.0,0.129,0.685,100.018,2SMq0lOqCTHayWa9juoI0d,196020,2
0.674,0.863,-1.581,0.0828,0.303,0.0,0.15,0.854,120.027,2StZCouHC4MLNXioGHCUXP,238976,2
0.556,0.481,-5.136,0.0319,0.764,0.0,0.291,0.282,137.518,42fkpaPCmIjLz7pj934iQg,204392,1
0.691,0.832,-2.54,0.0413,0.218,8.06e-06,0.113,0.796,97.993,646tj2NAztNqfAnsnbZEWr,249000,2
0.706,0.875,-3.342,0.0582,0.0384,0.0,0.306,0.608,139.979,3qyuetPcx5zHDzfzPpAyGf,226111,2
0.732,0.779,-4.072,0.0494,0.284,0.0,0.102,0.614,119.982,60sX1vz8ToXYuaAvW5sYMs,153293,2
0.682,0.882,-3.384,0.0678,0.14,0.0,0.0804,0.558,100.075,4rnvC8St4YDHGuQdBEByRz,185253,2
0.597,0.581,-4.803,0.0298,0.473,0.0,0.0958,0.38,85.901,1L9X1uzSZoPwyVzFOIOKDh,195293,1
0.364,0.157,-14.76,0.0314,0.893,0.0,0.145,0.237,77.561,51gg9koXM8xJTFPZlcE7YC,244040,1
0.721,0.738,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4qu63nuBpdn0qHUHuObEj1,154983,2
0.691,0.695,-5.6,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE,233386,5
0.702,0.748,-5.215,0.0489,0.00223,0.0,0.23,0.789,110.028,2uuWT347cQG0fRkrgAZ5KQ,166962,2
0.759,0.459,-5.187,0.0948,0.00323,0.0,0.0788,0.695,109.997,6jjYDGxVJsWS0a5wlVF5vS,164952,2
0.577,0.873,-5.094,0.119,0.113,7.2e-05,0.332,0.309,140.043,6rFjVx5ZCr4Si9f41TkF4F,238002,5
0.476,0.765,-3.857,0.0425,0.0747,0.0,0.251,0.109,150.027,5HgTQaq12ILgzU7OXB9PwY,212800,5
0.544,0.704,-5.678,0.0435,0.0156,0.0,0.164,0.265,80.029,4RCpHnkhMmm67EKbI4aEO7,189062,5
0.678,0.47,-7.306,0.235,0.258,0.0,0.175,0.272,89.992,0T56FSDWcKwWfXy2MXAzZG,188235,4
0.346,0.641,-5.627,0.0504,0.136,8.4e-06,0.108,0.159,77.281,1PAgmT6YqGhd6zT9kN9gIo,264240,5
0.823,0.687,-7.284,0.0811,0.0909,0.000248,0.145,0.592,87.011,5maLNTxNa29qrB1qpBoh6y,202173,2
0.749,0.675,-3.018,0.0578,0.455,0.0,0.0721,0.835,159.987,1y9rPUiBBh6YdFnhs0okC4,158213,2
0.477,0.501,-9.178,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,3sMC6vfTTSa0mMAPTwzDVD,253562,1
0.532,0.625,-7.472,0.0506,0.12,3.35e-05,0.103,0.297,145.857,5NQKpa6uCqZcaFkAbUK4XB,200548,5
0.55,0.858,-2.58,0.0357,0.041,0.199,0.0562,0.577,145.169,6btkdvumrTmcFzy3oFpZqS,271749,5
0.693,0.689,-5.49,0.077,0.103,0.0,0.111,0.4,102.035,6M0RLlETmRWBLRkuwohvE5,190588,5
0.628,0.453,-12.743,0.0523,0.487,0.25,0.115,0.141,104.019,7mgNqxpTacR6b338g5dEsA,219231,1
